"Bit","N","SMARTS"
3919,3919,"CN1CCN(CC1)c2ccccc2"
3920,3920,"CN1CCN(CC1)c2ccccn2"
3921,3921,"CN1CCNCC1"
3922,3922,"CN1CCOCC1"
3923,3923,"Cn1cnc(c1)[N+](=O)[O-]"
3924,3924,"Cn1ncc([N+](=O)[O-])c1C(=O)N"
3925,3925,"Cn1nnc2ccccc12"
3926,3926,"CNC"
3927,3927,"CNC(=N)NC(=N)N"
3928,3928,"CNC(=O)C"
3929,3929,"CNC(=O)C(=C)NC=O"
3930,3930,"CNC(=O)CCC(=O)O"
3931,3931,"CNC(=O)CCl"
3932,3932,"CNC(=O)CO"
3933,3933,"CNC(=O)N"
3934,3934,"CNC(=O)O"
3935,3935,"CNC(=S)NC"
3936,3936,"CNC(C)(C)C"
3937,3937,"CNC(C)C"
3938,3938,"CNC(C)C(=O)O"
3939,3939,"CNC(NC=O)C(Cl)(Cl)Cl"
3940,3940,"CNC=C"
3941,3941,"CNC=C1C(=O)NC(=O)NC1=O"
3942,3942,"CNC=O"
3943,3943,"CNc1ccccc1"
3944,3944,"CNc1ncncn1"
3945,3945,"CNCC(=O)N"
3946,3946,"CNCC(C)O"
3947,3947,"CNCC(O)CO"
3948,3948,"CNCCO"
3949,3949,"CNN"
3950,3950,"CNN=C"
3951,3951,"CNN=C1c2n[nH]nc2C(=NNC)c3n[nH]nc13"
3952,3952,"CNn1cnnc1"
3953,3953,"CNNC(=O)C"
3954,3954,"CNS(=O)(=O)NC(=O)N"
3955,3955,"CNS(=O)=O"
3956,3956,"CO"
3957,3957,"COC"
3958,3958,"COC(=N)c1ccc(C)cc1"
3959,3959,"COC(=O)C"
3960,3960,"COC(=O)C(C)NC(=O)CO"
3961,3961,"COC(=O)C(C)NC=O"
3962,3962,"COC(=O)C(O)C(F)(F)F"
3963,3963,"COC(=O)CCC(=O)N"
3964,3964,"COC(=O)CCC(=O)O"
3965,3965,"COC(=O)CCS(=O)=O"
3966,3966,"COC(=O)CN"
3967,3967,"COC(=O)CO"
3968,3968,"COC(=O)N"
3969,3969,"COC(=O)O"
3970,3970,"COC=NC(NC(=S)N)C(Cl)(Cl)Cl"
3971,3971,"COC=O"
3972,3972,"COc1c(Cl)cc(Cl)cc1C=NNC=O"
3973,3973,"COc1cc(C=NNC=O)ccc1O"
3974,3974,"COc1cc(cc(OC)c1OC)C(=O)N"
3975,3975,"COc1cc(N)nc(OC)n1"
3976,3976,"COc1ccc(C(=NNC=O)C)c(OC)c1"
3977,3977,"COc1ccc(C=C2SC(=S)NC2=O)cc1"
3978,3978,"COc1ccc(C=CC(=O)NC(=S)N)cc1OC"
3979,3979,"COc1ccc(C=NNC(=O)CO)cc1[N+](=O)[O-]"
3980,3980,"COc1ccc(C=NNC=O)c(OC)c1"
3981,3981,"COc1ccc(C=NNC=O)cc1"
3982,3982,"COc1ccc(C=NNC=O)cc1OC"
3983,3983,"COc1ccc(cc1)[N+](=O)[O-]"
3984,3984,"COc1ccc(cc1)C(=NNC=O)C"
3985,3985,"COc1ccc(cc1)C(=O)N"
3986,3986,"COc1ccc(cc1)N2C(=O)CCC2=O"
3987,3987,"COc1ccc(Cl)cc1Cl"
3988,3988,"COc1ccc(N)nn1"
3989,3989,"COc1ccc(OC)cc1"
3990,3990,"COc1ccc2[nH]ccc2c1"
3991,3991,"COc1ccc2ccccc2c1"
3992,3992,"COc1ccc2ccccc2c1C=NNC(=O)CO"
3993,3993,"COc1ccc2sc(C)[nH+]c2c1"
3994,3994,"COc1cccc(Br)c1"
3995,3995,"COc1cccc(C=NNC(=O)CO)c1"
3996,3996,"COc1cccc(c1)[N+](=O)[O-]"
3997,3997,"COc1cccc(c1)C(=O)O"
3998,3998,"COc1cccc(OC)c1"
3999,3999,"COc1cccc(OC)c1OC"
4000,4000,"COc1ccccc1"
4001,4001,"COc1ccccc1C=NNC(=O)CO"
4002,4002,"COc1ccccc1C=NNC=O"
4003,4003,"COc1ccccc1Cl"
4004,4004,"COc1ccccc1N2CCNCC2"
4005,4005,"COc1ccccc1O"
4006,4006,"COc1ccccc1OC"
4007,4007,"COc1cccnn1"
4008,4008,"COc1ccnc(OC)n1"
4009,4009,"COc1cnccn1"
4010,4010,"COc1nc(C)nc(NC=O)n1"
4011,4011,"COc1nccnc1N"
4012,4012,"COc1ncnc(C)n1"
4013,4013,"COc1ncnc(OC)n1"
4014,4014,"COc1ncncn1"
4015,4015,"COCC(C)O"
4016,4016,"COCC(O)CNC(C)C"
4017,4017,"COP(=O)(CN)OC"
4018,4018,"COS(=O)=O"
4019,4019,"CS"
4020,4020,"CS(=O)(=O)c1ccccc1"
4021,4021,"CS(=O)(=O)N"
4022,4022,"CS(=O)(=O)O"
4023,4023,"CS(=O)=O"
4024,4024,"CSC(=N)N"
4025,4025,"CSC(=S)NN=C"
4026,4026,"CS(c1ccc(C)cc1)"
4027,4027,"CS(c1ccc(O)cc1)"
4028,4028,"CS(c1ccccc1)"
4029,4029,"CS(c1nc2ccccc2[nH]1)"
4030,4030,"CSCC(=O)NN=C"
4031,4031,"CSCCCC(=O)O"
4032,4032,"F"
4033,4033,"FC(F)(C=O)C1(F)OC(F)(F)C(F)(F)C1(F)F"
4034,4034,"FC(F)(F)C(F)(F)C(F)(F)OC(F)(C=O)C(F)(F)F"
4035,4035,"FC(F)(F)C(F)(F)C(F)(F)S"
4036,4036,"FC(F)(F)C(F)(F)C=O"
4037,4037,"FC(F)(F)C(Oc1ncnc(OC(C(F)(F)F)C(F)(F)F)n1)C(F)(F)F"
4038,4038,"FC(F)(F)C(Oc1ncncn1)C(F)(F)F"
4039,4039,"FC(F)(F)C=O"
4040,4040,"FC(F)(F)c1ccc(Cl)c(NC(=S)NCC(Cl)(Cl)Cl)c1"
4041,4041,"FC(F)(F)c1ccc(Cl)cc1"
4042,4042,"FC(F)(F)c1ccc(S(c2ccccc2))cc1"
4043,4043,"FC(F)(F)c1ccc2S(c3ccccc3Nc2c1)"
4044,4044,"FC(F)(F)c1cccc(c1)S(=O)=O"
4045,4045,"FC(F)(F)c1cccc(NC=O)c1"
4046,4046,"FC(F)(F)c1ccccc1"
4047,4047,"FC(F)(F)CCS"
4048,4048,"FC(F)(F)COc1ncncn1"
4049,4049,"FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C=O"
4050,4050,"FC(F)(F)S"
4051,4051,"FC(F)(F)S(=O)=O"
4052,4052,"FC(F)C(F)F"
4053,4053,"FC(F)F"
4054,4054,"Fc1cc(F)c(F)c(F)c1F"
4055,4055,"Fc1cc(F)c(F)cc1F"
4056,4056,"Fc1ccc(C=C2SC(=S)NC2=O)cc1"
4057,4057,"Fc1ccc(C=NNC=O)cc1"
4058,4058,"Fc1ccc(C=O)c(C=O)c1"
4059,4059,"Fc1ccc(C=O)cc1"
4060,4060,"Fc1ccc(C=O)cc1F"
4061,4061,"Fc1ccc(cc1)N2CCNCC2"
4062,4062,"Fc1ccc(NC=O)cc1"
4063,4063,"Fc1ccc2c(Cl)csc2c1"
4064,4064,"Fc1cccc(C=O)c1"
4065,4065,"Fc1cccc(F)c1"
4066,4066,"Fc1cccc(F)c1C=O"
4067,4067,"Fc1ccccc1"
4068,4068,"Fc1ccccc1C=N"
4069,4069,"Fc1ccccc1C=NNC=O"
4070,4070,"Fc1ccccc1C=O"
4071,4071,"Fc1ccccc1Cl"
4072,4072,"FC1OC(F)(F)C(F)(F)C1(F)F"
4073,4073,"FCC=O"
4074,4074,"I"
4075,4075,"Ic1ccc(NC=O)cc1"
4076,4076,"Ic1cccc(C=O)c1"
4077,4077,"Ic1ccccc1"
4078,4078,"Ic1ccccc1C=O"
4079,4079,"Ic1cn[nH]c1"
4080,4080,"N"
4081,4081,"N#Cc1ccccc1"
4082,4082,"N#CCC#N"
4083,4083,"N(=Nc1ccccc1)c2ccccc2"
4084,4084,"N(=Nc1ccccc1)c2nc3ccccc3s2"
4085,4085,"N(N=Cc1ccco1)c2ncncn2"
4086,4086,"N=[N+]=[N-]"
4087,4087,"N=C(C=O)c1ccccc1"
4088,4088,"N=C(c1ccccc1)c2ccccc2"
4089,4089,"N=C(Nc1ccccc1)SCC=O"
4090,4090,"N=c1[nH]c(cs1)c2ccccc2"
4091,4091,"N=c1[nH]c2ccccc2[nH]1"
4092,4092,"N=c1[nH]c2CCCCc2s1"
4093,4093,"N=c1[nH]ccs1"
4094,4094,"N=C1C(=O)Nc2ccccc12"
4095,4095,"N=c1c2CCCc2[nH]c3ccccc13"
4096,4096,"N=C1CC(=O)c2ccccc12"
4097,4097,"N=C1CC(=O)NC(=O)N1"
4098,4098,"N=c1cc[nH]c2ccccc12"
4099,4099,"N=c1cc[nH]cc1"
4100,4100,"N=c1cccc[nH]1"
4101,4101,"N=C1CCCc2ccccc2N1"
4102,4102,"N=C1NC(=O)CS1"
4103,4103,"N=c1nccc[nH]1"
4104,4104,"N=c1ncccn1CC=O"
4105,4105,"N=Cc1c[nH]c2ccccc12"
4106,4106,"N=Cc1c2ccccc2cc3ccccc13"
4107,4107,"N=Cc1ccc(C#Cc2ccccc2)cc1"
4108,4108,"N=Cc1ccc(C=N)cc1"
4109,4109,"N=Cc1ccc[nH]1"
4110,4110,"N=Cc1ccc2[nH]c3ccccc3c2c1"
4111,4111,"N=Cc1ccc2OCOc2c1"
4112,4112,"N=Cc1cccc2ccccc12"
4113,4113,"N=Cc1ccccc1"
4114,4114,"N=Cc1cccnc1"
4115,4115,"N=Cc1ccco1"
4116,4116,"N=N"
4117,4117,"N=O"
4118,4118,"N1C(Nc2ccccc12)c3ccccc3"
4119,4119,"N1C=CC2C=CC=CC12"
4120,4120,"N1c2ccccc2C=Cc3ccccc13"
4121,4121,"N1c2ccccc2S(c3ccccc13)"
4122,4122,"NC(=N)N"
4123,4123,"NC(=N)NC(=N)N"
4124,4124,"NC(=N)NC(=O)N"
4125,4125,"NC(=N)NCCCC(NC=O)C(=O)N"
4126,4126,"NC(=N)NN=C"
4127,4127,"NC(=N)S"
4128,4128,"NC(=N)SCC=O"
4129,4129,"NC(=Nc1ccccc1)S"
4130,4130,"NC(=O)C(=C)C#N"
4131,4131,"NC(=O)C(=O)NN=C1C(=O)Nc2ccccc12"
4132,4132,"NC(=O)C(C(C(=O)O)C(=O)O)C(=O)O"
4133,4133,"NC(=O)C(C=O)S(=O)=O"
4134,4134,"NC(=O)C(Cl)(Cl)Cl"
4135,4135,"NC(=O)C(F)(F)C(F)(F)F"
4136,4136,"NC(=O)C(F)(F)F"
4137,4137,"NC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F"
4138,4138,"NC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F"
4139,4139,"NC(=O)C=C"
4140,4140,"NC(=O)C=CC(=O)O"
4141,4141,"NC(=O)C=Cc1cccc(c1)[N+](=O)[O-]"
4142,4142,"NC(=O)C=Cc1ccccc1"
4143,4143,"NC(=O)C1(CC2CC3CC(C2)C1)C3"
4144,4144,"NC(=O)C1C(C2CC1C=C2)C(=O)O"
4145,4145,"NC(=O)c1c(cccc1[N+](=O)[O-])C(=O)O"
4146,4146,"NC(=O)C1C2CCCCC12"
4147,4147,"NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]"
4148,4148,"NC(=O)c1cc(ccc1Cl)[N+](=O)[O-]"
4149,4149,"NC(=O)C1CC1(c2ccccc2)c3ccccc3"
4150,4150,"NC(=O)C1CC1c2ccccc2"
4151,4151,"NC(=O)C1CC21CCC2"
4152,4152,"NC(=O)c1cc2ccccc2oc1=O"
4153,4153,"NC(=O)c1ccc(Br)cc1"
4154,4154,"NC(=O)c1ccc(Br)o1"
4155,4155,"NC(=O)c1ccc(cc1)[N+](=O)[O-]"
4156,4156,"NC(=O)c1ccc(cc1)c2ccccc2"
4157,4157,"NC(=O)c1ccc(cc1)N2C(=O)c3ccccc3C2=O"
4158,4158,"NC(=O)c1ccc(cc1C(=O)O)[N+](=O)[O-]"
4159,4159,"NC(=O)c1ccc(Cl)cc1"
4160,4160,"NC(=O)c1ccc(Cl)cc1Cl"
4161,4161,"NC(=O)c1ccc(F)c(F)c1"
4162,4162,"NC(=O)c1ccc(F)cc1"
4163,4163,"NC(=O)c1ccc(N)cc1"
4164,4164,"NC(=O)C1CCC=CC1"
4165,4165,"NC(=O)c1ccc2C(=O)N(C(=O)c2c1)c3ccccc3"
4166,4166,"NC(=O)c1cccc(Br)c1"
4167,4167,"NC(=O)c1cccc(c1)[N+](=O)[O-]"
4168,4168,"NC(=O)c1cccc2ccccc12"
4169,4169,"NC(=O)C1CCCCC1"
4170,4170,"NC(=O)c1ccccc1[N+](=O)[O-]"
4171,4171,"NC(=O)c1ccccc1Br"
4172,4172,"NC(=O)c1ccccc1C(=O)O"
4173,4173,"NC(=O)c1ccccc1Cl"
4174,4174,"NC(=O)c1ccccc1F"
4175,4175,"NC(=O)c1cccnc1"
4176,4176,"NC(=O)c1ccco1"
4177,4177,"NC(=O)c1cccs1"
4178,4178,"NC(=O)c1ccncc1"
4179,4179,"NC(=O)c1csc2CCCCc12"
4180,4180,"NC(=O)c1nccnc1C(=O)O"
4181,4181,"NC(=O)CC(=O)N"
4182,4182,"NC(=O)CC=O"
4183,4183,"NC(=O)CCC(=O)O"
4184,4184,"NC(=O)CCC(=O)OCC(=C(Cl)Cl)Cl"
4185,4185,"NC(=O)CCCC(=O)O"
4186,4186,"NC(=O)CCCC(=O)OCC#C"
4187,4187,"NC(=O)CCCCCCC(=O)N"
4188,4188,"NC(=O)CCCO"
4189,4189,"NC(=O)CCl"
4190,4190,"NC(=O)CCNC(=O)C(F)(F)F"
4191,4191,"NC(=O)CO"
4192,4192,"NC(=O)CS"
4193,4193,"NC(=O)N"
4194,4194,"NC(=O)NC(=O)C(Cl)(Cl)Cl"
4195,4195,"NC(=O)NC(=O)N"
4196,4196,"NC(=O)NC(CC=O)C(Cl)(Cl)Cl"
4197,4197,"NC(=O)NC=O"
4198,4198,"NC(=O)NN=C"
4199,4199,"NC(=O)NN=C1C(=O)Nc2ccccc12"
4200,4200,"NC(=O)NN=Cc1ccccc1"
4201,4201,"NC(=O)NNC=O"
4202,4202,"NC(=O)NO"
4203,4203,"NC(=O)NS(=O)(=O)N"
4204,4204,"NC(=O)NS(=O)=O"
4205,4205,"NC(=O)O"
4206,4206,"NC(=O)OCCNS(=O)=O"
4207,4207,"NC(=O)ON=C"
4208,4208,"NC(=O)SCC=O"
4209,4209,"NC(=S)N"
4210,4210,"NC(=S)NC(=O)C=C"
4211,4211,"NC(=S)NC(=O)C=Cc1ccc(F)cc1"
4212,4212,"NC(=S)NC(=O)C=Cc1ccccc1"
4213,4213,"NC(=S)NC(=O)C=Cc1ccco1"
4214,4214,"NC(=S)NC(NC(=O)C=C)C(Cl)(Cl)Cl"
4215,4215,"NC(=S)NC(NC(=O)C=Cc1ccccc1)C(Cl)(Cl)Cl"
4216,4216,"NC(=S)NC(NC(=O)CF)C(Cl)(Cl)Cl"
4217,4217,"NC(=S)NC(NC=O)C(Cl)(Cl)Cl"
4218,4218,"NC(=S)NC=O"
4219,4219,"NC(=S)Nc1ccc(cc1)S(=O)=O"
4220,4220,"NC(=S)NCC=O"
4221,4221,"NC(=S)NN=C"
4222,4222,"NC(=S)NN=C1C(=O)Nc2ccccc12"
4223,4223,"NC(=S)NNC=O"
4224,4224,"NC(=S)SCC=O"
4225,4225,"NC(CO)CO"
4226,4226,"NC(NC(=O)CF)C(Cl)(Cl)Cl"
4227,4227,"NC(NC(=O)N)C(Cl)(Cl)Cl"
4228,4228,"NC(NC=O)C(Br)(Br)Br"
4229,4229,"NC(NC=O)C(Cl)(Cl)Cl"
4230,4230,"NC(NC=O)C=O"
4231,4231,"NC=C"
4232,4232,"NC=C1C(=O)CCCC1=O"
4233,4233,"NC=C1C(=O)CNC1=O"
4234,4234,"NC=C1C(=O)N(C(=O)c2ccccc12)c3ccccc3"
4235,4235,"NC=C1C(=O)NC(=O)NC1=O"
4236,4236,"NC=C1SC(=S)NC1=O"
4237,4237,"NC=O"
4238,4238,"NC=S"
4239,4239,"NC1=CC(=O)c2ccccc2C1=O"
4240,4240,"Nc1ccc([N+](=O)[O-])c2nonc12"
4241,4241,"Nc1ccc(Br)cc1"
4242,4242,"Nc1ccc(Br)cc1C=O"
4243,4243,"Nc1ccc(C=O)cc1"
4244,4244,"Nc1ccc(cc1)[N+](=O)[O-]"
4245,4245,"Nc1ccc(cc1)C(=O)O"
4246,4246,"Nc1ccc(cc1)S(=O)(=O)N"
4247,4247,"Nc1ccc(cc1)S(=O)=O"
4248,4248,"Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]"
4249,4249,"Nc1ccc(Cl)c(Cl)c1"
4250,4250,"Nc1ccc(Cl)cc1"
4251,4251,"Nc1ccc(Cl)cc1C=O"
4252,4252,"Nc1ccc(F)cc1"
4253,4253,"Nc1ccc(I)cc1"
4254,4254,"Nc1ccc(O)cc1"
4255,4255,"Nc1ccc2ccccc2c1"
4256,4256,"Nc1cccc(c1)[N+](=O)[O-]"
4257,4257,"Nc1cccc(c1)C(=O)O"
4258,4258,"Nc1cccc(c1)C(F)(F)F"
4259,4259,"Nc1cccc(Cl)c1"
4260,4260,"Nc1cccc(O)c1"
4261,4261,"NC1CCCC1"
4262,4262,"Nc1cccc2ccccc12"
4263,4263,"Nc1cccc2cccnc12"
4264,4264,"NC1CCCCC1"
4265,4265,"Nc1ccccc1[N+](=O)[O-]"
4266,4266,"Nc1ccccc1C(=O)O"
4267,4267,"Nc1ccccc1Cl"
4268,4268,"Nc1ccccc1O"
4269,4269,"Nc1ccccn1"
4270,4270,"Nc1cnc2ccccc2n1"
4271,4271,"Nc1cnon1"
4272,4272,"Nc1nc(Cl)nc(Cl)n1"
4273,4273,"Nc1nc(cs1)c2ccccc2"
4274,4274,"Nc1ncccn1"
4275,4275,"Nc1nccs1"
4276,4276,"Nc1ncn[nH]1"
4277,4277,"Nc1ncnc(Cl)n1"
4278,4278,"Nc1ncnc(n1)N2CCOCC2"
4279,4279,"Nc1ncncn1"
4280,4280,"Nc1nncs1"
4281,4281,"NCC(=O)N"
4282,4282,"NCC(=O)NN=C"
4283,4283,"NCC(=O)O"
4284,4284,"NCC(O)CO"
4285,4285,"NCC=C"
4286,4286,"NCC=O"
4287,4287,"NCc1ccccc1"
4288,4288,"NCc1ccco1"
4289,4289,"NCc1ccncc1"
4290,4290,"NCCC(=O)O"
4291,4291,"NCCC=O"
4292,4292,"NCCCC(=O)O"
4293,4293,"NCCCO"
4294,4294,"NCCN"
4295,4295,"NCCO"
4296,4296,"NCCS"
4297,4297,"NCN1C(=O)c2ccccc2C1=O"
4298,4298,"NCN1C(=O)CCC1=O"
4299,4299,"NCn1cnc2ccccc12"
4300,4300,"NCn1nnc2ccccc12"
4301,4301,"NN"
4302,4302,"NN=C"
4303,4303,"NN=C1C(=O)NC(=O)NC1=O"
4304,4304,"NN=C1C(=O)NC(=S)NC1=O"
4305,4305,"NN=C1C(=O)Nc2ccccc12"
4306,4306,"NN=C1C(C(=NN)c2ccccc12)c3ccccc3"
4307,4307,"NN=C1C=NN(C1=O)c2ccccc2"
4308,4308,"NN=C1C=NN(C1=O)c2nc(cs2)c3ccccc3"
4309,4309,"NN=C1C=NNC1=O"
4310,4310,"NN=CN=N"
4311,4311,"NN=N"
4312,4312,"Nn1cnnc1"
4313,4313,"NNC(=O)c1ccccc1"
4314,4314,"NNC(=O)CO"
4315,4315,"NNC(=O)N"
4316,4316,"NNC(=S)N"
4317,4317,"NNC=O"
4318,4318,"NNc1ccccc1"
4319,4319,"NNS(=O)=O"
4320,4320,"NS"
4321,4321,"NS(=O)(=O)c1ccc(Br)cc1"
4322,4322,"NS(=O)(=O)c1ccc(cc1)[N+](=O)[O-]"
4323,4323,"NS(=O)(=O)c1ccc(cc1)c2ccccc2"
4324,4324,"NS(=O)(=O)c1ccc(Cl)cc1"
4325,4325,"NS(=O)(=O)c1cccc2nsnc12"
4326,4326,"NS(=O)(=O)c1ccccc1"
4327,4327,"NS(=O)(=O)c1ccccc1[N+](=O)[O-]"
4328,4328,"NS(=O)=O"
4329,4329,"NS=O"
4330,4330,"NS(c1ccccc1[N+](=O)[O-])"
4331,4331,"O"
4332,4332,"O[NH2]=O"
4333,4333,"O=[SH2]=O"
4334,4334,"O=C(C(=O)c1ccccc1)c2ccccc2"
4335,4335,"O=C(C=Cc1ccccc1)c2ccccc2"
4336,4336,"O=C(c1ccccc1)c2ccccc2"
4337,4337,"O=C(c1ccccc1)c2cnncc2"
4338,4338,"O=C(NN=Cc1ccccc1)c2ccccc2"
4339,4339,"O=C(NNC(=O)c1ccccc1)c2ccccc2"
4340,4340,"O=c1[nH][nH]c(=O)c2ccccc12"
4341,4341,"O=c1[nH]c(=O)[nH]c(=O)[nH]1"
4342,4342,"O=c1[nH]c(=O)c2[nH]cnc2[nH]1"
4343,4343,"O=c1[nH]c(=O)c2cc3c(=O)[nH]c(=O)c3cc12"
4344,4344,"O=c1[nH]c(=O)c2nc3ccccc3nc2[nH]1"
4345,4345,"O=c1[nH]c(nc2ccccc12)c3ccccc3"
4346,4346,"O=c1[nH]c2ccccc2[nH]1"
4347,4347,"O=c1[nH]c2ccccc2o1"
4348,4348,"O=c1[nH]cnc2ccccc12"
4349,4349,"O=c1[nH]cnc2n(cnc12)C3CCCO3"
4350,4350,"O=c1[nH]cnc2sc3CCCCc3c12"
4351,4351,"O=c1[nH]ncc2ccccc12"
4352,4352,"O=C1C(=Cc2ccccc12)c3ccccc3"
4353,4353,"O=C1C(C(=O)c2ccccc12)C3=CC(C(N=N3)c4ccccc4)c5ccccc5"
4354,4354,"O=C1C(C(=O)c2ccccc12)c3ccccc3"
4355,4355,"O=c1c(coc2ccccc12)c3ccc4OCCOc4c3"
4356,4356,"O=c1c(coc2ccccc12)c3ccccc3"
4357,4357,"O=c1c(coc2ccccc12)c3nc4ccccc4[nH]3"
4358,4358,"O=C1C=C(C(=O)c2ccccc12)c3ccccc3"
4359,4359,"O=C1C=CC(=O)C=C1"
4360,4360,"O=C1C=CC(=O)c2ccccc12"
4361,4361,"O=C1C=CC(=O)N1c2ccccc2"
4362,4362,"O=C1C2C(C(C=CC2c3ccccc3)c4ccccc4)C(=O)N1c5ccccc5"
4363,4363,"O=C1C2C(C3C=CC2C4C3C(=O)N(C4=O)c5ccccc5)C(=O)N1c6ccccc6"
4364,4364,"O=C1C2C(C3c4ccccc4C2c5ccccc35)C(=O)N1c6ccccc6"
4365,4365,"O=C1C2C3CC(C=C3)C2C(=O)N1c4ccccc4"
4366,4366,"O=C1C2C3OC(C=C3)C2C(=O)N1c4ccccc4"
4367,4367,"O=c1c2cccc3cccc(c4nc5ccccc5n14)c32"
4368,4368,"O=C1c2ccccc2C(=O)c3ccccc13"
4369,4369,"O=C1c2ccccc2C(c3ccccc3)(c4ccccc4)c5ccccc15"
4370,4370,"O=C1c2ccccc2-c3ccccc13"
4371,4371,"O=C1c2ccccc2-c3ncnc4cccc1c34"
4372,4372,"O=C1C2CN3CC1CN(C2)C3"
4373,4373,"O=C1CC(=O)c2ccccc12"
4374,4374,"O=C1CC(=O)NC(=O)N1"
4375,4375,"O=C1CC(CN1)c2ccccc2"
4376,4376,"O=C1CC(N2CCCC2)C(=O)N1c3ccccc3"
4377,4377,"O=C1CC(N2CCCCC2)C(=O)N1c3ccccc3"
4378,4378,"O=C1CC(N2CCN(CC2)C3CC(=O)N(C3=O)c4ccccc4)C(=O)N1c5ccccc5"
4379,4379,"O=C1CC(N2CCN(CC2)c3ccccc3)C(=O)N1c4ccccc4"
4380,4380,"O=C1CC(N2CCN(CC2)c3ncccn3)C(=O)N1c4ccccc4"
4381,4381,"O=C1CC(N2CCNCC2)C(=O)N1c3ccccc3"
4382,4382,"O=C1CC(N2CCOCC2)C(=O)N1c3ccccc3"
4383,4383,"O=c1cc[nH]c(=O)[nH]1"
4384,4384,"O=c1cc[nH]cn1"
4385,4385,"O=c1cc[nH]n1c2ccccc2"
4386,4386,"O=C1CC=NN1c2ccccc2"
4387,4387,"O=C1Cc2ccccc2N1"
4388,4388,"O=C1CCC(=O)N1"
4389,4389,"O=C1CCC(=O)N1c2cccc3ccccc23"
4390,4390,"O=C1CCC(=O)N1c2ccccc2"
4391,4391,"O=C1CCC(O1)c2ccccc2"
4392,4392,"O=c1ccc2c(c3ccccc3)c4ccccc4oc2c1"
4393,4393,"O=c1ccc2ccccc2[nH]1"
4394,4394,"O=c1ccc2ccccc2o1"
4395,4395,"O=c1ccc2ccccc2s1"
4396,4396,"O=C1CCCC(=O)C1"
4397,4397,"O=c1cccc[nH]1"
4398,4398,"O=C1CCCC=C1"
4399,4399,"O=C1CCCC1"
4400,4400,"O=C1CCCc2[nH]ncc12"
4401,4401,"O=C1CCCC2=C1C(C=CN2)c3ccccc3"
4402,4402,"O=C1CCCC2=C1C(C=CO2)c3ccccc3"
4403,4403,"O=C1CCCC2=C1C(Nc3ccc4ccccc4c23)c5ccccc5"
4404,4404,"O=C1CCCC2=C1C(Nc3ccc4ncccc4c23)c5ccccc5"
4405,4405,"O=C1CCCc2c1[nH]c3ccccc23"
4406,4406,"O=C1CCCc2ccsc12"
4407,4407,"O=C1CCCc2nc3ccccc3cc12"
4408,4408,"O=C1CCCCC1"
4409,4409,"O=C1CCCCCN1"
4410,4410,"O=c1cccco1"
4411,4411,"O=C1CCCN1"
4412,4412,"O=C1CCCN1c2ccccc2"
4413,4413,"O=C1CCCO1"
4414,4414,"O=c1ccn(C2CCCO2)c(=O)[nH]1"
4415,4415,"O=C1CCN2C(=C1)Nc3ccccc23"
4416,4416,"O=c1ccnc[nH]1"
4417,4417,"O=c1ccnc2ccccn12"
4418,4418,"O=c1ccoc2ccccc12"
4419,4419,"O=c1cn[nH]c(=O)[nH]1"
4420,4420,"O=c1cn[nH]c(=S)[nH]1"
4421,4421,"O=c1cnc2ccccc2[nH]1"
4422,4422,"O=C1CNc2ccccc2N1"
4423,4423,"O=C1CNCC(=O)N1"
4424,4424,"O=C1CSC(=S)N1"
4425,4425,"O=C1CSC(N1)c2ccccc2"
4426,4426,"O=C1CS(c2ccccc12)"
4427,4427,"O=C1CS(c2ccccc2N1)"
4428,4428,"O=C1N(C(=O)c2cccc3cccc1c23)c4ccccc4"
4429,4429,"O=C1N(C(=O)c2ccccc12)c3ccccc3"
4430,4430,"O=c1n(c2ccccc2)c(=O)c3cc4c(=O)n(c5ccccc5)c(=O)c4cc13"
4431,4431,"O=c1n(cnc2ccccc12)c3ccccc3"
4432,4432,"O=C1NC(=O)C=C1"
4433,4433,"O=C1NC(=O)C2(CCCCC2)N1"
4434,4434,"O=C1NC(=O)C2C1C3C=CC2C4C3C(=O)NC4=O"
4435,4435,"O=C1NC(=O)C2C1C3c4ccccc4C2c5ccccc35"
4436,4436,"O=C1NC(=O)C2C3CC(C=C3)C21"
4437,4437,"O=C1NC(=O)C2C3OC(C=C3)C21"
4438,4438,"O=C1NC(=O)c2ccc(N3CCOCC3)c4cccc1c24"
4439,4439,"O=C1NC(=O)c2cccc3cccc1c23"
4440,4440,"O=C1NC(=O)c2ccccc12"
4441,4441,"O=C1NC(=S)SC1=C2C(=O)Nc3ccccc23"
4442,4442,"O=C1NC(=S)SC1=C2Nc3ccccc3S2"
4443,4443,"O=C1NC(=S)SC1=C2SC(=S)NC2=O"
4444,4444,"O=C1NC(=S)SC1=Cc2ccccc2"
4445,4445,"O=C1NC(c2ccccc12)(c3ccccc3)c4ccccc4"
4446,4446,"O=c1nc[nH]c2ccccc12"
4447,4447,"O=C1NC=CC(N1)c2ccccc2"
4448,4448,"O=C1Nc2cccc3cccc1c23"
